KVcache prepared in 13.03012728691101 seconds
[0]: Semantic Similarity: 0.24778,	 cache time: 9.5367431640625e-07,	 generate time: 0.20666956901550293
[215]: [Cumulative]: Semantic Similarity: 0.20544,	 cache time: 1.0386661246970849e-06,	 generate time: 0.2986504711486675
[216]: Semantic Similarity: 0.21779,	 cache time: 4.76837158203125e-07,	 generate time: 0.12265181541442871
[216]: [Cumulative]: Semantic Similarity: 0.2055,	 cache time: 1.0360770511187716e-06,	 generate time: 0.2978394174356065
[217]: Semantic Similarity: 0.07032,	 cache time: 7.152557373046875e-07,	 generate time: 0.12097549438476562
[217]: [Cumulative]: Semantic Similarity: 0.20488,	 cache time: 1.0346053937159548e-06,	 generate time: 0.29702811503629073
[218]: Semantic Similarity: 0.21301,	 cache time: 7.152557373046875e-07,	 generate time: 0.12077665328979492
[218]: [Cumulative]: Semantic Similarity: 0.20491,	 cache time: 1.0331471761067708e-06,	 generate time: 0.29622331384110123
[219]: Semantic Similarity: 0.10877,	 cache time: 4.76837158203125e-07,	 generate time: 0.12239933013916016
[219]: [Cumulative]: Semantic Similarity: 0.20448,	 cache time: 1.0306184942072087e-06,	 generate time: 0.2954332048242742
[220]: Semantic Similarity: 0.30873,	 cache time: 7.152557373046875e-07,	 generate time: 0.1221158504486084
[220]: [Cumulative]: Semantic Similarity: 0.20495,	 cache time: 1.0291915134067449e-06,	 generate time: 0.2946489634017599
[221]: Semantic Similarity: 0.15396,	 cache time: 9.5367431640625e-07,	 generate time: 0.12201285362243652
[221]: [Cumulative]: Semantic Similarity: 0.20472,	 cache time: 1.0288513458526886e-06,	 generate time: 0.29387132326761883
[222]: Semantic Similarity: 0.3058,	 cache time: 9.5367431640625e-07,	 generate time: 0.12084412574768066
[222]: [Cumulative]: Semantic Similarity: 0.20517,	 cache time: 1.0285142291287135e-06,	 generate time: 0.2930954165522828
[223]: Semantic Similarity: 0.46051,	 cache time: 9.5367431640625e-07,	 generate time: 0.11817049980163574
[223]: [Cumulative]: Semantic Similarity: 0.20631,	 cache time: 1.0281801223754883e-06,	 generate time: 0.2923145017453602
[224]: Semantic Similarity: 0.24427,	 cache time: 9.5367431640625e-07,	 generate time: 0.1186830997467041
[224]: [Cumulative]: Semantic Similarity: 0.20648,	 cache time: 1.0278489854600694e-06,	 generate time: 0.2915428066253662
[225]: Semantic Similarity: 0.13002,	 cache time: 9.5367431640625e-07,	 generate time: 0.12319827079772949
[225]: [Cumulative]: Semantic Similarity: 0.20614,	 cache time: 1.0275207789598314e-06,	 generate time: 0.29079791929869525
[226]: Semantic Similarity: 0.33377,	 cache time: 7.152557373046875e-07,	 generate time: 0.1214752197265625
[226]: [Cumulative]: Semantic Similarity: 0.2067,	 cache time: 1.0261451620362405e-06,	 generate time: 0.2900520043226066
[227]: Semantic Similarity: 0.21359,	 cache time: 9.5367431640625e-07,	 generate time: 0.12214136123657227
[227]: [Cumulative]: Semantic Similarity: 0.20673,	 cache time: 1.0258273074501438e-06,	 generate time: 0.28931555413363275
[228]: Semantic Similarity: 0.11013,	 cache time: 9.5367431640625e-07,	 generate time: 0.12177181243896484
[228]: [Cumulative]: Semantic Similarity: 0.20631,	 cache time: 1.0255122288866335e-06,	 generate time: 0.28858392207383066
[229]: Semantic Similarity: 0.26042,	 cache time: 5.9604644775390625e-06,	 generate time: 0.12277770042419434
[229]: [Cumulative]: Semantic Similarity: 0.20655,	 cache time: 1.0469685430112092e-06,	 generate time: 0.2878630254579627
[230]: Semantic Similarity: 0.16512,	 cache time: 1.1920928955078125e-06,	 generate time: 0.12111473083496094
[230]: [Cumulative]: Semantic Similarity: 0.20637,	 cache time: 1.047596786961411e-06,	 generate time: 0.2871411713686856
[231]: Semantic Similarity: 0.15582,	 cache time: 7.152557373046875e-07,	 generate time: 0.12238836288452148
[231]: [Cumulative]: Semantic Similarity: 0.20615,	 cache time: 1.0461642824370286e-06,	 generate time: 0.2864310299528056
[232]: Semantic Similarity: 0.22789,	 cache time: 9.5367431640625e-07,	 generate time: 0.12118768692016602
[232]: [Cumulative]: Semantic Similarity: 0.20624,	 cache time: 1.0457673297931197e-06,	 generate time: 0.28572183105566984
[233]: Semantic Similarity: 0.17612,	 cache time: 9.5367431640625e-07,	 generate time: 0.12085509300231934
[233]: [Cumulative]: Semantic Similarity: 0.20611,	 cache time: 1.045373769906851e-06,	 generate time: 0.28501727234604013
[234]: Semantic Similarity: 0.19826,	 cache time: 9.5367431640625e-07,	 generate time: 0.12245559692382812
[234]: [Cumulative]: Semantic Similarity: 0.20608,	 cache time: 1.0449835594664228e-06,	 generate time: 0.28432552053573285
[235]: Semantic Similarity: 0.21638,	 cache time: 7.152557373046875e-07,	 generate time: 0.12128949165344238
[235]: [Cumulative]: Semantic Similarity: 0.20612,	 cache time: 1.043586407677602e-06,	 generate time: 0.28363468990487567
[236]: Semantic Similarity: 0.16403,	 cache time: 7.152557373046875e-07,	 generate time: 0.12191915512084961
[236]: [Cumulative]: Semantic Similarity: 0.20595,	 cache time: 1.0422010461992352e-06,	 generate time: 0.28295234587625107
[237]: Semantic Similarity: 0.20625,	 cache time: 7.152557373046875e-07,	 generate time: 0.12174415588378906
[237]: [Cumulative]: Semantic Similarity: 0.20595,	 cache time: 1.040827326413964e-06,	 generate time: 0.2822750005401483
[238]: Semantic Similarity: 0.30392,	 cache time: 1.430511474609375e-06,	 generate time: 0.12248730659484863
[238]: [Cumulative]: Semantic Similarity: 0.20636,	 cache time: 1.042457804021476e-06,	 generate time: 0.281606432783055
[239]: Semantic Similarity: 0.26328,	 cache time: 7.152557373046875e-07,	 generate time: 0.12192249298095703
[239]: [Cumulative]: Semantic Similarity: 0.2066,	 cache time: 1.0410944620768228e-06,	 generate time: 0.2809410830338796
[240]: Semantic Similarity: 0.1743,	 cache time: 7.152557373046875e-07,	 generate time: 0.12165188789367676
[240]: [Cumulative]: Semantic Similarity: 0.20646,	 cache time: 1.039742434173204e-06,	 generate time: 0.2802801320167003
[241]: Semantic Similarity: 0.13473,	 cache time: 9.5367431640625e-07,	 generate time: 0.12229132652282715
[241]: [Cumulative]: Semantic Similarity: 0.20616,	 cache time: 1.0393867807940018e-06,	 generate time: 0.27962728571300666
[242]: Semantic Similarity: 0.10316,	 cache time: 7.152557373046875e-07,	 generate time: 0.12275028228759766
[242]: [Cumulative]: Semantic Similarity: 0.20574,	 cache time: 1.03805290818705e-06,	 generate time: 0.2789817013367704
[243]: Semantic Similarity: 0.17898,	 cache time: 7.152557373046875e-07,	 generate time: 0.12096810340881348
[243]: [Cumulative]: Semantic Similarity: 0.20563,	 cache time: 1.036729968962122e-06,	 generate time: 0.2783341046239509
[244]: Semantic Similarity: 0.24997,	 cache time: 9.5367431640625e-07,	 generate time: 0.12084674835205078
[244]: [Cumulative]: Semantic Similarity: 0.20581,	 cache time: 1.0363909662986289e-06,	 generate time: 0.2776912990881472
[245]: Semantic Similarity: 0.32605,	 cache time: 7.152557373046875e-07,	 generate time: 0.12164735794067383
[245]: [Cumulative]: Semantic Similarity: 0.2063,	 cache time: 1.035085538538491e-06,	 generate time: 0.2770569741241331
[246]: Semantic Similarity: 0.10083,	 cache time: 9.5367431640625e-07,	 generate time: 0.12181663513183594
[246]: [Cumulative]: Semantic Similarity: 0.20587,	 cache time: 1.0347559384488867e-06,	 generate time: 0.2764284707274032
[247]: Semantic Similarity: 0.19333,	 cache time: 7.152557373046875e-07,	 generate time: 0.12314462661743164
[247]: [Cumulative]: Semantic Similarity: 0.20582,	 cache time: 1.0334676311862085e-06,	 generate time: 0.2758103907108307
[248]: Semantic Similarity: 0.11032,	 cache time: 7.152557373046875e-07,	 generate time: 0.12206125259399414
[248]: [Cumulative]: Semantic Similarity: 0.20544,	 cache time: 1.0321896717730295e-06,	 generate time: 0.27519292429269077
[249]: Semantic Similarity: 0.27758,	 cache time: 7.152557373046875e-07,	 generate time: 0.12246918678283691
[249]: [Cumulative]: Semantic Similarity: 0.20573,	 cache time: 1.0309219360351562e-06,	 generate time: 0.27458202934265136
[250]: Semantic Similarity: 0.0776,	 cache time: 9.5367431640625e-07,	 generate time: 0.12443327903747559
[250]: [Cumulative]: Semantic Similarity: 0.20522,	 cache time: 1.0306141765944036e-06,	 generate time: 0.2739838271502005
[251]: Semantic Similarity: 0.08842,	 cache time: 9.5367431640625e-07,	 generate time: 0.1222386360168457
[251]: [Cumulative]: Semantic Similarity: 0.20475,	 cache time: 1.030308859688895e-06,	 generate time: 0.27338166369332206
[252]: Semantic Similarity: 0.23298,	 cache time: 7.152557373046875e-07,	 generate time: 0.1227869987487793
[252]: [Cumulative]: Semantic Similarity: 0.20487,	 cache time: 1.0290635904304595e-06,	 generate time: 0.27278642786350177
[253]: Semantic Similarity: 0.09151,	 cache time: 9.5367431640625e-07,	 generate time: 0.12128567695617676
[253]: [Cumulative]: Semantic Similarity: 0.20442,	 cache time: 1.02876678226501e-06,	 generate time: 0.27218996821426034
[254]: Semantic Similarity: 0.13944,	 cache time: 1.1920928955078125e-06,	 generate time: 0.12486839294433594
[254]: [Cumulative]: Semantic Similarity: 0.20417,	 cache time: 1.0294072768267463e-06,	 generate time: 0.2716122365465351
[255]: Semantic Similarity: 0.22355,	 cache time: 7.152557373046875e-07,	 generate time: 0.12233853340148926
[255]: [Cumulative]: Semantic Similarity: 0.20424,	 cache time: 1.0281801223754883e-06,	 generate time: 0.2710291361436248
[256]: Semantic Similarity: 0.10661,	 cache time: 9.5367431640625e-07,	 generate time: 0.12361788749694824
[256]: [Cumulative]: Semantic Similarity: 0.20386,	 cache time: 1.0278902165156857e-06,	 generate time: 0.27045555151854045
[257]: Semantic Similarity: 0.21102,	 cache time: 9.5367431640625e-07,	 generate time: 0.12172222137451172
[257]: [Cumulative]: Semantic Similarity: 0.20389,	 cache time: 1.0276025579881298e-06,	 generate time: 0.2698790657427884
[258]: Semantic Similarity: 0.14055,	 cache time: 7.152557373046875e-07,	 generate time: 0.12178421020507812
[258]: [Cumulative]: Semantic Similarity: 0.20364,	 cache time: 1.0263965857074987e-06,	 generate time: 0.2693072709337625
[259]: Semantic Similarity: 0.14701,	 cache time: 9.5367431640625e-07,	 generate time: 0.12185311317443848
[259]: [Cumulative]: Semantic Similarity: 0.20343,	 cache time: 1.0261168846717247e-06,	 generate time: 0.2687401395577651
[260]: Semantic Similarity: 0.21942,	 cache time: 4.76837158203125e-07,	 generate time: 0.12092065811157227
[260]: [Cumulative]: Semantic Similarity: 0.20349,	 cache time: 1.024012364646941e-06,	 generate time: 0.26817378139130454
[261]: Semantic Similarity: 0.29911,	 cache time: 4.76837158203125e-07,	 generate time: 0.12150406837463379
[261]: [Cumulative]: Semantic Similarity: 0.20385,	 cache time: 1.021923909660514e-06,	 generate time: 0.26761397332635545
[262]: Semantic Similarity: 0.06952,	 cache time: 9.5367431640625e-07,	 generate time: 0.12237930297851562
[262]: [Cumulative]: Semantic Similarity: 0.20334,	 cache time: 1.0216644055036537e-06,	 generate time: 0.26706175024518497
[263]: Semantic Similarity: 0.21833,	 cache time: 7.152557373046875e-07,	 generate time: 0.12515497207641602
[263]: [Cumulative]: Semantic Similarity: 0.2034,	 cache time: 1.0205037666089607e-06,	 generate time: 0.2665242245703032
[264]: Semantic Similarity: 0.22542,	 cache time: 7.152557373046875e-07,	 generate time: 0.12154626846313477
[264]: [Cumulative]: Semantic Similarity: 0.20348,	 cache time: 1.0193518872530956e-06,	 generate time: 0.26597713794348377
[265]: Semantic Similarity: 0.08731,	 cache time: 4.76837158203125e-07,	 generate time: 0.12090444564819336
[265]: [Cumulative]: Semantic Similarity: 0.20304,	 cache time: 1.0173123581965166e-06,	 generate time: 0.26543175188222323
[266]: Semantic Similarity: 0.13355,	 cache time: 7.152557373046875e-07,	 generate time: 0.1215202808380127
[266]: [Cumulative]: Semantic Similarity: 0.20278,	 cache time: 1.0161810599909294e-06,	 generate time: 0.26489275760864944
[267]: Semantic Similarity: 0.28495,	 cache time: 1.1920928955078125e-06,	 generate time: 0.12196731567382812
[267]: [Cumulative]: Semantic Similarity: 0.20309,	 cache time: 1.0168374474368879e-06,	 generate time: 0.2643594537208329
[268]: Semantic Similarity: 0.26956,	 cache time: 1.1920928955078125e-06,	 generate time: 0.12235522270202637
[268]: [Cumulative]: Semantic Similarity: 0.20334,	 cache time: 1.0174889546787872e-06,	 generate time: 0.26383155695124627
[269]: Semantic Similarity: 0.20845,	 cache time: 7.152557373046875e-07,	 generate time: 0.12310338020324707
[269]: [Cumulative]: Semantic Similarity: 0.20336,	 cache time: 1.0163695723922164e-06,	 generate time: 0.26331034148180926
[270]: Semantic Similarity: 0.12601,	 cache time: 9.5367431640625e-07,	 generate time: 0.12193894386291504
[270]: [Cumulative]: Semantic Similarity: 0.20307,	 cache time: 1.0161382245841502e-06,	 generate time: 0.2627886758079388
[271]: Semantic Similarity: 0.33394,	 cache time: 9.5367431640625e-07,	 generate time: 0.12374019622802734
[271]: [Cumulative]: Semantic Similarity: 0.20355,	 cache time: 1.0159085778629078e-06,	 generate time: 0.2622774681624244
[272]: Semantic Similarity: 0.41609,	 cache time: 7.152557373046875e-07,	 generate time: 0.12331461906433105
[272]: [Cumulative]: Semantic Similarity: 0.20433,	 cache time: 1.0148072854066506e-06,	 generate time: 0.26176844673715666
[273]: Semantic Similarity: 0.23039,	 cache time: 9.5367431640625e-07,	 generate time: 0.12319111824035645
[273]: [Cumulative]: Semantic Similarity: 0.20443,	 cache time: 1.0145841723811017e-06,	 generate time: 0.2612626900638107
[274]: Semantic Similarity: 0.22513,	 cache time: 7.152557373046875e-07,	 generate time: 0.12212681770324707
[274]: [Cumulative]: Semantic Similarity: 0.2045,	 cache time: 1.0134957053444602e-06,	 generate time: 0.260756741437045
[275]: Semantic Similarity: 0.24457,	 cache time: 9.5367431640625e-07,	 generate time: 0.12169265747070312
[275]: [Cumulative]: Semantic Similarity: 0.20465,	 cache time: 1.0132789611816406e-06,	 generate time: 0.26025288606035535
[276]: Semantic Similarity: 0.10787,	 cache time: 7.152557373046875e-07,	 generate time: 0.12211132049560547
[276]: [Cumulative]: Semantic Similarity: 0.2043,	 cache time: 1.0122030650665614e-06,	 generate time: 0.25975418004748624
[277]: Semantic Similarity: 0.07877,	 cache time: 9.5367431640625e-07,	 generate time: 0.12084197998046875
[277]: [Cumulative]: Semantic Similarity: 0.20385,	 cache time: 1.011992529999438e-06,	 generate time: 0.25925449587458327
[278]: Semantic Similarity: 0.24732,	 cache time: 7.152557373046875e-07,	 generate time: 0.12242627143859863
[278]: [Cumulative]: Semantic Similarity: 0.204,	 cache time: 1.010928957265765e-06,	 generate time: 0.25876407213108515
[279]: Semantic Similarity: 0.38296,	 cache time: 9.5367431640625e-07,	 generate time: 0.8753986358642578
[279]: [Cumulative]: Semantic Similarity: 0.20464,	 cache time: 1.0107244764055524e-06,	 generate time: 0.26096633843013217
[280]: Semantic Similarity: 0.29618,	 cache time: 7.152557373046875e-07,	 generate time: 0.12176728248596191
[280]: [Cumulative]: Semantic Similarity: 0.20497,	 cache time: 1.0096729862308164e-06,	 generate time: 0.26047096812428105
[281]: Semantic Similarity: 0.27803,	 cache time: 9.5367431640625e-07,	 generate time: 0.12279653549194336
[281]: [Cumulative]: Semantic Similarity: 0.20523,	 cache time: 1.0094744093874668e-06,	 generate time: 0.25998276091636496
[282]: Semantic Similarity: 0.18823,	 cache time: 7.152557373046875e-07,	 generate time: 0.12171578407287598
[282]: [Cumulative]: Semantic Similarity: 0.20517,	 cache time: 1.0084347674366442e-06,	 generate time: 0.25949418502645866
[283]: Semantic Similarity: 0.05848,	 cache time: 1.1920928955078125e-06,	 generate time: 0.12121701240539551
[283]: [Cumulative]: Semantic Similarity: 0.20465,	 cache time: 1.0090814509861906e-06,	 generate time: 0.25900729357356755
[284]: Semantic Similarity: 0.28281,	 cache time: 9.5367431640625e-07,	 generate time: 0.12277889251708984
[284]: [Cumulative]: Semantic Similarity: 0.20492,	 cache time: 1.0088870399876644e-06,	 generate time: 0.2585292991838957
[285]: Semantic Similarity: 0.19693,	 cache time: 9.5367431640625e-07,	 generate time: 0.12079954147338867
[285]: [Cumulative]: Semantic Similarity: 0.2049,	 cache time: 1.0086939885066106e-06,	 generate time: 0.2580477266044883
[286]: Semantic Similarity: 0.27433,	 cache time: 4.76837158203125e-07,	 generate time: 0.12247228622436523
[286]: [Cumulative]: Semantic Similarity: 0.20514,	 cache time: 1.006840828819142e-06,	 generate time: 0.25757533831048096
[287]: Semantic Similarity: 0.109,	 cache time: 9.5367431640625e-07,	 generate time: 0.12396764755249023
[287]: [Cumulative]: Semantic Similarity: 0.2048,	 cache time: 1.006656222873264e-06,	 generate time: 0.25711142271757126
[288]: Semantic Similarity: 0.19346,	 cache time: 9.5367431640625e-07,	 generate time: 0.12343907356262207
[288]: [Cumulative]: Semantic Similarity: 0.20476,	 cache time: 1.0064728944771842e-06,	 generate time: 0.25664888863745033
[289]: Semantic Similarity: 0.07467,	 cache time: 7.152557373046875e-07,	 generate time: 0.12226128578186035
[289]: [Cumulative]: Semantic Similarity: 0.20432,	 cache time: 1.005468697383486e-06,	 generate time: 0.2561854831103621
[290]: Semantic Similarity: 0.1046,	 cache time: 7.152557373046875e-07,	 generate time: 0.12178158760070801
[290]: [Cumulative]: Semantic Similarity: 0.20397,	 cache time: 1.0044714019880262e-06,	 generate time: 0.25572361405362787
[291]: Semantic Similarity: 0.56649,	 cache time: 9.5367431640625e-07,	 generate time: 1.6413052082061768
[291]: [Cumulative]: Semantic Similarity: 0.20521,	 cache time: 1.0042974393661708e-06,	 generate time: 0.2604687564993558
[292]: Semantic Similarity: 0.12372,	 cache time: 9.5367431640625e-07,	 generate time: 0.12203598022460938
[292]: [Cumulative]: Semantic Similarity: 0.20494,	 cache time: 1.004124664202485e-06,	 generate time: 0.2599962896861314
[293]: Semantic Similarity: 0.22509,	 cache time: 7.152557373046875e-07,	 generate time: 0.12130188941955566
[293]: [Cumulative]: Semantic Similarity: 0.20501,	 cache time: 1.0031421168320844e-06,	 generate time: 0.25952454002536074
[294]: Semantic Similarity: 0.07299,	 cache time: 7.152557373046875e-07,	 generate time: 0.12296032905578613
[294]: [Cumulative]: Semantic Similarity: 0.20456,	 cache time: 1.0021662307997882e-06,	 generate time: 0.25906161049665033
[295]: Semantic Similarity: 0.22276,	 cache time: 7.152557373046875e-07,	 generate time: 0.1225740909576416
[295]: [Cumulative]: Semantic Similarity: 0.20462,	 cache time: 1.0011969385920345e-06,	 generate time: 0.25860050401172124
[296]: Semantic Similarity: 0.18836,	 cache time: 7.152557373046875e-07,	 generate time: 0.12318730354309082
[296]: [Cumulative]: Semantic Similarity: 0.20456,	 cache time: 1.000234173604535e-06,	 generate time: 0.2581445673098066
[297]: Semantic Similarity: 0.16863,	 cache time: 7.152557373046875e-07,	 generate time: 0.12436842918395996
[297]: [Cumulative]: Semantic Similarity: 0.20444,	 cache time: 9.992778701270186e-07,	 generate time: 0.25769565409461925
[298]: Semantic Similarity: 0.17612,	 cache time: 9.5367431640625e-07,	 generate time: 0.12099957466125488
[298]: [Cumulative]: Semantic Similarity: 0.20435,	 cache time: 9.99125349880461e-07,	 generate time: 0.25723847657143073
[299]: Semantic Similarity: 0.28192,	 cache time: 9.298324584960938e-06,	 generate time: 0.12230086326599121
[299]: [Cumulative]: Semantic Similarity: 0.20461,	 cache time: 1.0267893473307292e-06,	 generate time: 0.25678868452707926
[300]: Semantic Similarity: 0.2365,	 cache time: 1.1920928955078125e-06,	 generate time: 0.12327432632446289
[300]: [Cumulative]: Semantic Similarity: 0.20471,	 cache time: 1.0273385285539088e-06,	 generate time: 0.25634511523072506
[301]: Semantic Similarity: 0.2174,	 cache time: 7.152557373046875e-07,	 generate time: 0.12177395820617676
[301]: [Cumulative]: Semantic Similarity: 0.20476,	 cache time: 1.026305141827918e-06,	 generate time: 0.25589951537302785
[302]: Semantic Similarity: 0.22923,	 cache time: 9.5367431640625e-07,	 generate time: 0.12231826782226562
[302]: [Cumulative]: Semantic Similarity: 0.20484,	 cache time: 1.026065436133457e-06,	 generate time: 0.25545865316989
[303]: Semantic Similarity: 0.04358,	 cache time: 1.1920928955078125e-06,	 generate time: 0.12201189994812012
[303]: [Cumulative]: Semantic Similarity: 0.20431,	 cache time: 1.0266115790919253e-06,	 generate time: 0.2550196835869237
[304]: Semantic Similarity: 0.22721,	 cache time: 7.152557373046875e-07,	 generate time: 0.12299752235412598
[304]: [Cumulative]: Semantic Similarity: 0.20438,	 cache time: 1.0255907402663934e-06,	 generate time: 0.25458682404189814
[305]: Semantic Similarity: 0.1979,	 cache time: 7.152557373046875e-07,	 generate time: 0.1234121322631836
[305]: [Cumulative]: Semantic Similarity: 0.20436,	 cache time: 1.024576573590048e-06,	 generate time: 0.254158148578569
[306]: Semantic Similarity: 0.17216,	 cache time: 4.76837158203125e-07,	 generate time: 0.12275362014770508
[306]: [Cumulative]: Semantic Similarity: 0.20425,	 cache time: 1.0227924061132176e-06,	 generate time: 0.2537301207986639
[307]: Semantic Similarity: 0.20593,	 cache time: 7.152557373046875e-07,	 generate time: 0.12351059913635254
[307]: [Cumulative]: Semantic Similarity: 0.20426,	 cache time: 1.0217939104352678e-06,	 generate time: 0.25330733014391615
[308]: Semantic Similarity: 0.26164,	 cache time: 4.76837158203125e-07,	 generate time: 0.12093400955200195
[308]: [Cumulative]: Semantic Similarity: 0.20445,	 cache time: 1.020030296350374e-06,	 generate time: 0.25287893752064133
[309]: Semantic Similarity: 0.10864,	 cache time: 7.152557373046875e-07,	 generate time: 0.1259922981262207
[309]: [Cumulative]: Semantic Similarity: 0.20414,	 cache time: 1.0190471526115172e-06,	 generate time: 0.25246962578065935
[310]: Semantic Similarity: 0.08666,	 cache time: 7.152557373046875e-07,	 generate time: 0.12172102928161621
[310]: [Cumulative]: Semantic Similarity: 0.20376,	 cache time: 1.018070331340434e-06,	 generate time: 0.25204921228709326
[311]: Semantic Similarity: 0.10127,	 cache time: 9.5367431640625e-07,	 generate time: 0.12219095230102539
[311]: [Cumulative]: Semantic Similarity: 0.20343,	 cache time: 1.0178639338566707e-06,	 generate time: 0.25163299991534305
[312]: Semantic Similarity: 0.2999,	 cache time: 7.152557373046875e-07,	 generate time: 0.12224960327148438
[312]: [Cumulative]: Semantic Similarity: 0.20374,	 cache time: 1.0168971345066643e-06,	 generate time: 0.2512196344308579
[313]: Semantic Similarity: 0.09049,	 cache time: 7.152557373046875e-07,	 generate time: 0.12482976913452148
[313]: [Cumulative]: Semantic Similarity: 0.20338,	 cache time: 1.0159364931143014e-06,	 generate time: 0.25081711893628356
[314]: Semantic Similarity: 0.09841,	 cache time: 9.5367431640625e-07,	 generate time: 0.12501072883605957
[314]: [Cumulative]: Semantic Similarity: 0.20305,	 cache time: 1.0157388354104663e-06,	 generate time: 0.25041773357088604
[315]: Semantic Similarity: 0.34794,	 cache time: 4.76837158203125e-07,	 generate time: 3.288433313369751
[315]: [Cumulative]: Semantic Similarity: 0.2035,	 cache time: 1.0140334503560126e-06,	 generate time: 0.2600317069246799
[316]: Semantic Similarity: 0.0963,	 cache time: 7.152557373046875e-07,	 generate time: 0.12320566177368164
[316]: [Cumulative]: Semantic Similarity: 0.20317,	 cache time: 1.0130909339110559e-06,	 generate time: 0.2596000790219954
[317]: Semantic Similarity: 0.24534,	 cache time: 7.152557373046875e-07,	 generate time: 0.12443399429321289
[317]: [Cumulative]: Semantic Similarity: 0.2033,	 cache time: 1.0121543452424824e-06,	 generate time: 0.25917502844108725
[318]: Semantic Similarity: 0.03818,	 cache time: 7.152557373046875e-07,	 generate time: 0.1229865550994873
[318]: [Cumulative]: Semantic Similarity: 0.20278,	 cache time: 1.0112236286031788e-06,	 generate time: 0.25874810532716375
[319]: Semantic Similarity: 0.34051,	 cache time: 4.76837158203125e-07,	 generate time: 0.12177205085754395
[319]: [Cumulative]: Semantic Similarity: 0.20321,	 cache time: 1.0095536708831787e-06,	 generate time: 0.25832005515694617
[320]: Semantic Similarity: 0.04688,	 cache time: 7.152557373046875e-07,	 generate time: 0.12228798866271973
[320]: [Cumulative]: Semantic Similarity: 0.20272,	 cache time: 1.0086368548907223e-06,	 generate time: 0.2578962792488645
[321]: Semantic Similarity: 0.13542,	 cache time: 7.152557373046875e-07,	 generate time: 0.12017369270324707
[321]: [Cumulative]: Semantic Similarity: 0.20251,	 cache time: 1.0077257334075359e-06,	 generate time: 0.2574685693527601
[322]: Semantic Similarity: 0.24873,	 cache time: 7.152557373046875e-07,	 generate time: 0.1225728988647461
[322]: [Cumulative]: Semantic Similarity: 0.20266,	 cache time: 1.0068202535434404e-06,	 generate time: 0.2570509356979984
[323]: Semantic Similarity: 0.23128,	 cache time: 4.76837158203125e-07,	 generate time: 0.12336182594299316
[323]: [Cumulative]: Semantic Similarity: 0.20275,	 cache time: 1.00518450324918e-06,	 generate time: 0.256638314988878
[324]: Semantic Similarity: 0.22123,	 cache time: 1.1920928955078125e-06,	 generate time: 0.12478518486022949
[324]: [Cumulative]: Semantic Similarity: 0.2028,	 cache time: 1.0057596059945912e-06,	 generate time: 0.25623261305002065
[325]: Semantic Similarity: 0.27523,	 cache time: 9.5367431640625e-07,	 generate time: 0.12451958656311035
[325]: [Cumulative]: Semantic Similarity: 0.20303,	 cache time: 1.0055998351676332e-06,	 generate time: 0.2558285853614105
[326]: Semantic Similarity: 0.27433,	 cache time: 9.5367431640625e-07,	 generate time: 0.12343955039978027
[326]: [Cumulative]: Semantic Similarity: 0.20324,	 cache time: 1.0054410415322773e-06,	 generate time: 0.2554237259272771
[327]: Semantic Similarity: 0.0654,	 cache time: 9.5367431640625e-07,	 generate time: 0.12276530265808105
[327]: [Cumulative]: Semantic Similarity: 0.20282,	 cache time: 1.0052832161507956e-06,	 generate time: 0.25501927951487097
[328]: Semantic Similarity: 0.23459,	 cache time: 1.1920928955078125e-06,	 generate time: 0.12132143974304199
[328]: [Cumulative]: Semantic Similarity: 0.20292,	 cache time: 1.0058510267263487e-06,	 generate time: 0.25461290310219065
[329]: Semantic Similarity: 0.27803,	 cache time: 1.1920928955078125e-06,	 generate time: 0.12328624725341797
[329]: [Cumulative]: Semantic Similarity: 0.20315,	 cache time: 1.0064153960256867e-06,	 generate time: 0.2542149435390126
[330]: Semantic Similarity: 0.26164,	 cache time: 7.152557373046875e-07,	 generate time: 0.12179780006408691
[330]: [Cumulative]: Semantic Similarity: 0.20332,	 cache time: 1.0055357595945053e-06,	 generate time: 0.25381489174603694
[331]: Semantic Similarity: 0.07866,	 cache time: 7.152557373046875e-07,	 generate time: 0.4485783576965332
[331]: [Cumulative]: Semantic Similarity: 0.20295,	 cache time: 1.0046614221779698e-06,	 generate time: 0.254401528691671
[332]: Semantic Similarity: 0.14508,	 cache time: 7.152557373046875e-07,	 generate time: 0.12404108047485352
[332]: [Cumulative]: Semantic Similarity: 0.20277,	 cache time: 1.003792336037209e-06,	 generate time: 0.25401005587420306
[333]: Semantic Similarity: 0.25072,	 cache time: 1.1920928955078125e-06,	 generate time: 0.12349915504455566
[333]: [Cumulative]: Semantic Similarity: 0.20292,	 cache time: 1.0043561101673607e-06,	 generate time: 0.2536193046741143
[334]: Semantic Similarity: 0.3838,	 cache time: 9.5367431640625e-07,	 generate time: 1.2182996273040771
[334]: [Cumulative]: Semantic Similarity: 0.20346,	 cache time: 1.0042048212307602e-06,	 generate time: 0.2564989474282336
[335]: Semantic Similarity: 0.20662,	 cache time: 4.76837158203125e-07,	 generate time: 0.1232457160949707
[335]: [Cumulative]: Semantic Similarity: 0.20347,	 cache time: 1.0026352746146067e-06,	 generate time: 0.25610236043021795
[336]: Semantic Similarity: 0.01557,	 cache time: 7.152557373046875e-07,	 generate time: 0.1227564811706543
